Id,Term,Year,location,College,Department,Major,level,Degree_level,headcount,headcount_pibb
2720,Spring,2013,On,CLAHS,Philosophy,PHIL,Freshmen,Bachelors,2,2.00
2721,Spring,2013,On,CLAHS,Philosophy,PHIL,Juniors,Bachelors,9,9.00
2722,Spring,2013,On,CLAHS,Philosophy,PHIL,Masters,Masters,23,22.3
2723,Spring,2013,On,CLAHS,Philosophy,PHIL,Seniors,Bachelors,20,19.8
2724,Spring,2013,On,CLAHS,Philosophy,PHIL,Sophomores,Bachelors,4,4.00
2725,Spring,2013,On,CLAHS,Political Science,ASPT,Doctoral,Doctoral,34,30.2
2726,Spring,2013,On,CLAHS,Political Science,IS,Freshmen,Bachelors,41,41.0
2727,Spring,2013,On,CLAHS,Political Science,IS,Juniors,Bachelors,95,94.5
2728,Spring,2013,On,CLAHS,Political Science,IS,Seniors,Bachelors,111,107
2729,Spring,2013,On,CLAHS,Political Science,IS,Sophomores,Bachelors,78,78.0
2730,Spring,2013,On,CLAHS,Political Science,PSCI,Freshmen,Bachelors,49,48.8
2731,Spring,2013,On,CLAHS,Political Science,PSCI,Juniors,Bachelors,120,120
2732,Spring,2013,On,CLAHS,Political Science,PSCI,Masters,Masters,15,14.3
2733,Spring,2013,On,CLAHS,Political Science,PSCI,Seniors,Bachelors,147,145
2734,Spring,2013,On,CLAHS,Political Science,PSCI,Sophomores,Bachelors,114,114
2735,Spring,2013,On,CLAHS,School of Education,EDCI,Doctoral,Doctoral,116,89.6
2736,Spring,2013,On,CLAHS,School of Education,EDCI,Masters,Masters,133,126
2737,Spring,2013,On,CLAHS,School of Education,EDCO,Doctoral,Doctoral,12,9.67
2738,Spring,2013,On,CLAHS,School of Education,EDCT,Doctoral,Doctoral,11,8.33
2739,Spring,2013,On,CLAHS,School of Education,EDCT,Masters,Masters,18,17.6
2740,Spring,2013,On,CLAHS,School of Education,EDRE,Doctoral,Doctoral,21,19.0
2741,Spring,2013,On,CLAHS,School of Education,ELPS,Doctoral,Doctoral,29,20.4
2742,Spring,2013,On,CLAHS,School of Education,ELPS,Masters,Masters,28,25.4
2743,Spring,2013,On,CLAHS,School of Performing Arts,MUS,Freshmen,Bachelors,7,7.00
2744,Spring,2013,On,CLAHS,School of Performing Arts,MUS,Juniors,Bachelors,19,18.6
2745,Spring,2013,On,CLAHS,School of Performing Arts,MUS,Seniors,Bachelors,52,49.6
2746,Spring,2013,On,CLAHS,School of Performing Arts,MUS,Sophomores,Bachelors,12,12.0
2747,Spring,2013,On,CLAHS,School of Performing Arts,TA,Freshmen,Bachelors,4,4.00
2748,Spring,2013,On,CLAHS,School of Performing Arts,TA,Juniors,Bachelors,18,18.0
2749,Spring,2013,On,CLAHS,School of Performing Arts,TA,Masters,Masters,12,12.0
2750,Spring,2013,On,CLAHS,School of Performing Arts,TA,Seniors,Bachelors,29,28.3
2751,Spring,2013,On,CLAHS,School of Performing Arts,TA,Sophomores,Bachelors,20,20.0
2752,Spring,2013,On,CLAHS,Science and Technology in Society,HSE,Freshmen,Bachelors,1,1.00
2753,Spring,2013,On,CLAHS,Science and Technology in Society,HSE,Juniors,Bachelors,6,6.00
2754,Spring,2013,On,CLAHS,Science and Technology in Society,HSE,Seniors,Bachelors,14,14.0
2755,Spring,2013,On,CLAHS,Science and Technology in Society,HSE,Sophomores,Bachelors,5,5.00
2756,Spring,2013,On,CLAHS,Science and Technology in Society,STS,Doctoral,Doctoral,27,21.7
2757,Spring,2013,On,CLAHS,Science and Technology in Society,STS,Masters,Masters,2,2.00
2758,Spring,2013,On,CLAHS,Sociology,SOC,Doctoral,Doctoral,25,23.9
2759,Spring,2013,On,CLAHS,Sociology,SOC,Freshmen,Bachelors,15,15.0
2760,Spring,2013,On,CLAHS,Sociology,SOC,Juniors,Bachelors,78,77.8
2761,Spring,2013,On,CLAHS,Sociology,SOC,Masters,Masters,15,13.9
2762,Spring,2013,On,CLAHS,Sociology,SOC,Seniors,Bachelors,83,81.3
2763,Spring,2013,On,CLAHS,Sociology,SOC,Sophomores,Bachelors,42,42.0
2764,Spring,2013,On,CNRE,College of Natural Resources,MNR,Masters,Masters,2,2.00
2765,Spring,2013,On,CNRE,College of Natural Resources,NR,Freshmen,Bachelors,2,2.00
2766,Spring,2013,On,CNRE,College of Natural Resources,NR,Sophomores,Bachelors,3,3.00
2767,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FIW,Doctoral,Doctoral,29,27.1
2768,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FIW,Masters,Masters,25,22.4
2769,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FSCI,Freshmen,Bachelors,7,7.00
2770,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FSCI,Juniors,Bachelors,10,10.0
2771,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FSCI,Seniors,Bachelors,28,27.6
2772,Spring,2013,On,CNRE,Fish and Wildlife Conservation,FSCI,Sophomores,Bachelors,8,8.00
2773,Spring,2013,On,CNRE,Fish and Wildlife Conservation,WSCI,Freshmen,Bachelors,19,19.0
2774,Spring,2013,On,CNRE,Fish and Wildlife Conservation,WSCI,Juniors,Bachelors,38,38.0
2775,Spring,2013,On,CNRE,Fish and Wildlife Conservation,WSCI,Seniors,Bachelors,66,64.9
2776,Spring,2013,On,CNRE,Fish and Wildlife Conservation,WSCI,Sophomores,Bachelors,27,27.0
2777,Spring,2013,On,CNRE,For Resources & Environ Consrv,ERM,Freshmen,Bachelors,5,5.00
2778,Spring,2013,On,CNRE,For Resources & Environ Consrv,ERM,Juniors,Bachelors,19,19.0
2779,Spring,2013,On,CNRE,For Resources & Environ Consrv,ERM,Seniors,Bachelors,20,20.0
2780,Spring,2013,On,CNRE,For Resources & Environ Consrv,ERM,Sophomores,Bachelors,16,16.0
2781,Spring,2013,On,CNRE,For Resources & Environ Consrv,FOR,Doctoral,Doctoral,41,36.7
2782,Spring,2013,On,CNRE,For Resources & Environ Consrv,FOR,Masters,Masters,31,29.4
2783,Spring,2013,On,CNRE,For Resources & Environ Consrv,FORS,Freshmen,Bachelors,8,8.00
2784,Spring,2013,On,CNRE,For Resources & Environ Consrv,FORS,Juniors,Bachelors,18,18.0
2785,Spring,2013,On,CNRE,For Resources & Environ Consrv,FORS,Seniors,Bachelors,20,18.3
2786,Spring,2013,On,CNRE,For Resources & Environ Consrv,FORS,Sophomores,Bachelors,15,14.6
2787,Spring,2013,On,CNRE,For Resources & Environ Consrv,NRC,Freshmen,Bachelors,5,5.00
2788,Spring,2013,On,CNRE,For Resources & Environ Consrv,NRC,Juniors,Bachelors,26,25.8
2789,Spring,2013,On,CNRE,For Resources & Environ Consrv,NRC,Seniors,Bachelors,30,29.8
2790,Spring,2013,On,CNRE,For Resources & Environ Consrv,NRC,Sophomores,Bachelors,18,18.0
2791,Spring,2013,On,CNRE,Geography,GAEA,Doctoral,Doctoral,15,13.7
2792,Spring,2013,On,CNRE,Geography,GEOG,Freshmen,Bachelors,10,10.0
2793,Spring,2013,On,CNRE,Geography,GEOG,Juniors,Bachelors,39,38.4
2794,Spring,2013,On,CNRE,Geography,GEOG,Masters,Masters,19,16.8
2795,Spring,2013,On,CNRE,Geography,GEOG,Seniors,Bachelors,59,56.3
2796,Spring,2013,On,CNRE,Geography,GEOG,Sophomores,Bachelors,29,29.0
2797,Spring,2013,On,CNRE,Geography,MTRG,Freshmen,Bachelors,14,13.5
2798,Spring,2013,On,CNRE,Geography,MTRG,Juniors,Bachelors,23,23.0
2799,Spring,2013,On,CNRE,Geography,MTRG,Seniors,Bachelors,19,19.0
2800,Spring,2013,On,CNRE,Geography,MTRG,Sophomores,Bachelors,25,25.0
2801,Spring,2013,On,CNRE,Sustainable Biomaterials,FPR,Doctoral,Doctoral,7,6.33
2802,Spring,2013,On,CNRE,Sustainable Biomaterials,FPR,Masters,Masters,9,9.00
2803,Spring,2013,On,CNRE,Sustainable Biomaterials,WOOD,Freshmen,Bachelors,4,4.00
2804,Spring,2013,On,CNRE,Sustainable Biomaterials,WOOD,Juniors,Bachelors,17,17.0
2805,Spring,2013,On,CNRE,Sustainable Biomaterials,WOOD,Seniors,Bachelors,32,31.5
2806,Spring,2013,On,CNRE,Sustainable Biomaterials,WOOD,Sophomores,Bachelors,27,27.0
2807,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Doctoral,Doctoral,51,49.7
2808,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Freshmen,Bachelors,15,15.0
2809,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Juniors,Bachelors,119,117
2810,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Masters,Masters,36,34.7
2811,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Seniors,Bachelors,257,250
2812,Spring,2013,On,COE,Aerospace and Ocean Engineering,AE,Sophomores,Bachelors,87,86.3
2813,Spring,2013,On,COE,Aerospace and Ocean Engineering,DAE,Juniors,Bachelors,6,6.00
2814,Spring,2013,On,COE,Aerospace and Ocean Engineering,DAE,Seniors,Bachelors,14,13.0
2815,Spring,2013,On,COE,Aerospace and Ocean Engineering,DAE,Sophomores,Bachelors,1,1.00
2816,Spring,2013,On,COE,Aerospace and Ocean Engineering,DOE,Juniors,Bachelors,4,4.00
2817,Spring,2013,On,COE,Aerospace and Ocean Engineering,DOE,Seniors,Bachelors,15,15.0
2818,Spring,2013,On,COE,Aerospace and Ocean Engineering,DOE,Sophomores,Bachelors,3,3.00
2819,Spring,2013,On,COE,Aerospace and Ocean Engineering,OCE,Masters,Masters,8,7.33
2820,Spring,2013,On,COE,Aerospace and Ocean Engineering,OE,Freshmen,Bachelors,3,3.00
2821,Spring,2013,On,COE,Aerospace and Ocean Engineering,OE,Juniors,Bachelors,29,29.0
2822,Spring,2013,On,COE,Aerospace and Ocean Engineering,OE,Seniors,Bachelors,42,41.5
2823,Spring,2013,On,COE,Aerospace and Ocean Engineering,OE,Sophomores,Bachelors,10,10.0
2824,Spring,2013,On,COE,Biomedical Engineering & Mechanics,BMES,Doctoral,Doctoral,59,57.7
2825,Spring,2013,On,COE,Biomedical Engineering & Mechanics,BMES,Masters,Masters,5,4.33
2826,Spring,2013,On,COE,Biomedical Engineering & Mechanics,EM,Doctoral,Doctoral,80,77.4
2827,Spring,2013,On,COE,Biomedical Engineering & Mechanics,EM,Masters,Masters,12,10.9
2828,Spring,2013,On,COE,Biomedical Engineering & Mechanics,ESM,Juniors,Bachelors,26,26.0
2829,Spring,2013,On,COE,Biomedical Engineering & Mechanics,ESM,Seniors,Bachelors,86,84.8
2830,Spring,2013,On,COE,Biomedical Engineering & Mechanics,ESM,Sophomores,Bachelors,17,17.0
2831,Spring,2013,On,COE,Chemical Engineering,CHE,Doctoral,Doctoral,42,40.2
2832,Spring,2013,On,COE,Chemical Engineering,CHE,Freshmen,Bachelors,8,8.00
2833,Spring,2013,On,COE,Chemical Engineering,CHE,Juniors,Bachelors,119,118
2834,Spring,2013,On,COE,Chemical Engineering,CHE,Seniors,Bachelors,216,206
2835,Spring,2013,On,COE,Chemical Engineering,CHE,Sophomores,Bachelors,63,63.0
2836,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Doctoral,Doctoral,125,118
2837,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Freshmen,Bachelors,22,22.0
2838,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Juniors,Bachelors,146,146
2839,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Masters,Masters,170,156
2840,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Seniors,Bachelors,290,289
2841,Spring,2013,On,COE,Civil & Environmental Engineering,CE,Sophomores,Bachelors,62,62.0
2842,Spring,2013,On,COE,Civil & Environmental Engineering,CEM,Freshmen,Bachelors,5,5.00
2843,Spring,2013,On,COE,Civil & Environmental Engineering,CEM,Juniors,Bachelors,33,33.0
2844,Spring,2013,On,COE,Civil & Environmental Engineering,CEM,Seniors,Bachelors,58,58.0
2845,Spring,2013,On,COE,Civil & Environmental Engineering,CEM,Sophomores,Bachelors,14,14.0
2846,Spring,2013,On,COE,Civil & Environmental Engineering,ENE,Masters,Masters,19,18.3
2847,Spring,2013,On,COE,Civil & Environmental Engineering,ESEN,Masters,Masters,5,4.11
2848,Spring,2013,On,COE,Computer Science,CS,Freshmen,Bachelors,19,19.0
2849,Spring,2013,On,COE,Computer Science,CS,Juniors,Bachelors,148,147
2850,Spring,2013,On,COE,Computer Science,CS,Seniors,Bachelors,259,254
2851,Spring,2013,On,COE,Computer Science,CS,Sophomores,Bachelors,72,71.9
2852,Spring,2013,On,COE,Computer Science,CSA,Doctoral,Doctoral,164,153
2853,Spring,2013,On,COE,Computer Science,CSA,Masters,Masters,59,54.6
2854,Spring,2013,On,COE,Dept. of Engineering Education,ENGE,Doctoral,Doctoral,32,29.4
2855,Spring,2013,On,COE,Dept. of Engineering Education,GE,Freshmen,Bachelors,539,535
2856,Spring,2013,On,COE,Dept. of Engineering Education,GE,Juniors,Bachelors,149,145
2857,Spring,2013,On,COE,Dept. of Engineering Education,GE,Seniors,Bachelors,22,22.0
2858,Spring,2013,On,COE,Dept. of Engineering Education,GE,Sophomores,Bachelors,514,513
2859,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Doctoral,Doctoral,74,69.4
2860,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Freshmen,Bachelors,5,5.00
2861,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Juniors,Bachelors,97,96.0
2862,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Masters,Masters,58,50.6
2863,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Seniors,Bachelors,155,152
2864,Spring,2013,On,COE,Electrical and Computer Engineering,CPE,Sophomores,Bachelors,36,36.0
2865,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Doctoral,Doctoral,185,172
2866,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Freshmen,Bachelors,24,24.0
2867,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Juniors,Bachelors,123,122
2868,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Masters,Masters,98,91.0
2869,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Seniors,Bachelors,244,241
2870,Spring,2013,On,COE,Electrical and Computer Engineering,EE,Sophomores,Bachelors,79,79.0
2871,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Doctoral,Doctoral,69,62.3
2872,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Freshmen,Bachelors,12,12.0
2873,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Juniors,Bachelors,171,170
2874,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Masters,Masters,43,40.1
2875,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Seniors,Bachelors,352,344
2876,Spring,2013,On,COE,Industrial and Systems Engineering,ISE,Sophomores,Bachelors,117,117
2877,Spring,2013,On,COE,Materials Science & Engineering,MSE,Doctoral,Doctoral,42,40.7
2878,Spring,2013,On,COE,Materials Science & Engineering,MSE,Freshmen,Bachelors,4,4.00
2879,Spring,2013,On,COE,Materials Science & Engineering,MSE,Juniors,Bachelors,24,24.0
2880,Spring,2013,On,COE,Materials Science & Engineering,MSE,Masters,Masters,11,10.1
2881,Spring,2013,On,COE,Materials Science & Engineering,MSE,Seniors,Bachelors,84,83.9
2882,Spring,2013,On,COE,Materials Science & Engineering,MSE,Sophomores,Bachelors,24,23.9
2883,Spring,2013,On,COE,Mechanical Engineering,ME,Doctoral,Doctoral,136,129
2884,Spring,2013,On,COE,Mechanical Engineering,ME,Freshmen,Bachelors,50,50.0
2885,Spring,2013,On,COE,Mechanical Engineering,ME,Juniors,Bachelors,347,346
2886,Spring,2013,On,COE,Mechanical Engineering,ME,Masters,Masters,122,109
2887,Spring,2013,On,COE,Mechanical Engineering,ME,Seniors,Bachelors,603,588
2888,Spring,2013,On,COE,Mechanical Engineering,ME,Sophomores,Bachelors,219,219
2889,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Doctoral,Doctoral,19,16.9
2890,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Freshmen,Bachelors,6,6.00
2891,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Juniors,Bachelors,61,60.9
2892,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Masters,Masters,11,10.4
2893,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Seniors,Bachelors,103,101
2894,Spring,2013,On,COE,Mining and Minerals Engineering,MINE,Sophomores,Bachelors,51,51.0
2895,Spring,2013,On,COS,Biological Sciences,BIOL,Doctoral,Doctoral,59,58.1
2896,Spring,2013,On,COS,Biological Sciences,BIOL,Freshmen,Bachelors,183,183
2897,Spring,2013,On,COS,Biological Sciences,BIOL,Juniors,Bachelors,309,308
2898,Spring,2013,On,COS,Biological Sciences,BIOL,Masters,Masters,13,13.0
2899,Spring,2013,On,COS,Biological Sciences,BIOL,Non-degree-seeking,Non-degre,2,0.58
2900,Spring,2013,On,COS,Biological Sciences,BIOL,Seniors,Bachelors,539,525
2901,Spring,2013,On,COS,Biological Sciences,BIOL,Sophomores,Bachelors,387,386
2902,Spring,2013,On,COS,Chemistry,CHEM,Doctoral,Doctoral,114,112
2903,Spring,2013,On,COS,Chemistry,CHEM,Freshmen,Bachelors,41,40.9
2904,Spring,2013,On,COS,Chemistry,CHEM,Juniors,Bachelors,31,30.7
2905,Spring,2013,On,COS,Chemistry,CHEM,Masters,Masters,12,12.0
2906,Spring,2013,On,COS,Chemistry,CHEM,Seniors,Bachelors,99,92.9
2907,Spring,2013,On,COS,Chemistry,CHEM,Sophomores,Bachelors,67,67.0
2908,Spring,2013,On,COS,Economics,ECAS,Doctoral,Doctoral,26,24.4
2909,Spring,2013,On,COS,Economics,ECAS,Freshmen,Bachelors,6,6.00
2910,Spring,2013,On,COS,Economics,ECAS,Juniors,Bachelors,65,65.0
2911,Spring,2013,On,COS,Economics,ECAS,Seniors,Bachelors,77,76.5
2912,Spring,2013,On,COS,Economics,ECAS,Sophomores,Bachelors,38,38.0
2913,Spring,2013,On,COS,Economics,ECON,Freshmen,Bachelors,19,18.5
2914,Spring,2013,On,COS,Economics,ECON,Juniors,Bachelors,65,64.7
2915,Spring,2013,On,COS,Economics,ECON,Seniors,Bachelors,79,77.8
2916,Spring,2013,On,COS,Economics,ECON,Sophomores,Bachelors,35,35.0
2917,Spring,2013,On,COS,Geosciences,GEOS,Doctoral,Doctoral,44,44.0
2918,Spring,2013,On,COS,Geosciences,GEOS,Freshmen,Bachelors,8,8.00
2919,Spring,2013,On,COS,Geosciences,GEOS,Juniors,Bachelors,21,21.0
2920,Spring,2013,On,COS,Geosciences,GEOS,Masters,Masters,22,21.1
2921,Spring,2013,On,COS,Geosciences,GEOS,Seniors,Bachelors,50,48.9
2922,Spring,2013,On,COS,Geosciences,GEOS,Sophomores,Bachelors,22,22.0
2923,Spring,2013,On,COS,Mathematics,MATH,Doctoral,Doctoral,32,31.7
2924,Spring,2013,On,COS,Mathematics,MATH,Freshmen,Bachelors,47,46.5
2925,Spring,2013,On,COS,Mathematics,MATH,Juniors,Bachelors,99,98.8
2926,Spring,2013,On,COS,Mathematics,MATH,Masters,Masters,24,23.3
2927,Spring,2013,On,COS,Mathematics,MATH,Non-degree-seeking,Non-degre,1,1.00
2928,Spring,2013,On,COS,Mathematics,MATH,Seniors,Bachelors,118,117
2929,Spring,2013,On,COS,Mathematics,MATH,Sophomores,Bachelors,70,70.0
2930,Spring,2013,On,COS,Physics,PHYS,Doctoral,Doctoral,71,69.4
2931,Spring,2013,On,COS,Physics,PHYS,Freshmen,Bachelors,28,28.0
2932,Spring,2013,On,COS,Physics,PHYS,Juniors,Bachelors,38,38.0
2933,Spring,2013,On,COS,Physics,PHYS,Masters,Masters,1,1.00
2934,Spring,2013,On,COS,Physics,PHYS,Seniors,Bachelors,59,58.5
2935,Spring,2013,On,COS,Physics,PHYS,Sophomores,Bachelors,29,29.0
2936,Spring,2013,On,COS,Psychology,PSYC,Doctoral,Doctoral,72,68.3
2937,Spring,2013,On,COS,Psychology,PSYC,Freshmen,Bachelors,52,52.0
2938,Spring,2013,On,COS,Psychology,PSYC,Juniors,Bachelors,188,187
2939,Spring,2013,On,COS,Psychology,PSYC,Masters,Masters,2,2.00
2940,Spring,2013,On,COS,Psychology,PSYC,Seniors,Bachelors,328,318
2941,Spring,2013,On,COS,Psychology,PSYC,Sophomores,Bachelors,127,127
2942,Spring,2013,On,COS,Statistics,STAT,Doctoral,Doctoral,53,50.9
2943,Spring,2013,On,COS,Statistics,STAT,Freshmen,Bachelors,9,9.00
2944,Spring,2013,On,COS,Statistics,STAT,Juniors,Bachelors,17,17.0
2945,Spring,2013,On,COS,Statistics,STAT,Masters,Masters,13,10.9
2946,Spring,2013,On,COS,Statistics,STAT,Seniors,Bachelors,23,22.0
2947,Spring,2013,On,COS,Statistics,STAT,Sophomores,Bachelors,15,15.0
2948,Spring,2013,On,CVM,Biomedical Science,BMVS,Doctoral,Doctoral,51,49.9
2949,Spring,2013,On,CVM,Biomedical Science,BMVS,Masters,Masters,33,24.3
2950,Spring,2013,On,CVM,Biomedical Science,VM,Professional,Professio,420,420
2951,Spring,2013,On,CVM,Population Health Sciences Dept,PH,Masters,Masters,52,45.0
2952,Spring,2013,On,IntC,Dean - Graduate School,GBCB,Doctoral,Doctoral,44,41.7
2953,Spring,2013,On,IntC,Dean - Graduate School,IT,Masters,Masters,1,1.00
2954,Spring,2013,On,IntC,Dean - Graduate School,MACR,Doctoral,Doctoral,40,38.7
2955,Spring,2013,On,IntC,Dean - Graduate School,MACR,Masters,Masters,2,2.00
2956,Spring,2013,On,IntC,Graduate School Student Services,GS,Masters,Masters,76,50.7
2957,Spring,2013,On,IntC,Graduate School Student Services,GSCR,Masters,Masters,10,4.67
2958,Spring,2013,On,IntC,Univ. Academic Advising Center,US,Freshmen,Bachelors,813,807
2959,Spring,2013,On,IntC,Univ. Academic Advising Center,US,Juniors,Bachelors,50,49.7
2960,Spring,2013,On,IntC,Univ. Academic Advising Center,US,Non-degree-seeking,Non-degre,19,7.75
2961,Spring,2013,On,IntC,Univ. Academic Advising Center,US,Sophomores,Bachelors,652,651
2962,Spring,2013,On,PCOB,Accounting & Information Systems,ACIS,Freshmen,Bachelors,52,52.0
2963,Spring,2013,On,PCOB,Accounting & Information Systems,ACIS,Juniors,Bachelors,178,177
2964,Spring,2013,On,PCOB,Accounting & Information Systems,ACIS,Masters,Masters,78,76.7
2965,Spring,2013,On,PCOB,Accounting & Information Systems,ACIS,Seniors,Bachelors,246,243
2966,Spring,2013,On,PCOB,Accounting & Information Systems,ACIS,Sophomores,Bachelors,126,126
2967,Spring,2013,On,PCOB,Accounting & Information Systems,GBUA,Doctoral,Doctoral,16,16.0
2968,Spring,2013,On,PCOB,Business Information Technology,BIT,Freshmen,Bachelors,30,30.0
2969,Spring,2013,On,PCOB,Business Information Technology,BIT,Juniors,Bachelors,150,150
2970,Spring,2013,On,PCOB,Business Information Technology,BIT,Seniors,Bachelors,205,201
2971,Spring,2013,On,PCOB,Business Information Technology,BIT,Sophomores,Bachelors,107,106
2972,Spring,2013,On,PCOB,Dean of Business,BAD,Masters,Masters,67,66.3
2973,Spring,2013,On,PCOB,Dean of Business,BUS,Freshmen,Bachelors,187,187
2974,Spring,2013,On,PCOB,Dean of Business,BUS,Juniors,Bachelors,17,17.0
2975,Spring,2013,On,PCOB,Dean of Business,BUS,Sophomores,Bachelors,142,142
2976,Spring,2013,On,PCOB,"Finance, Insurance & Business Law",BFIN,Doctoral,Doctoral,9,9.00
2977,Spring,2013,On,PCOB,"Finance, Insurance & Business Law",FIN,Freshmen,Bachelors,57,56.5
2978,Spring,2013,On,PCOB,"Finance, Insurance & Business Law",FIN,Juniors,Bachelors,204,203
2979,Spring,2013,On,PCOB,"Finance, Insurance & Business Law",FIN,Seniors,Bachelors,303,295
2980,Spring,2013,On,PCOB,"Finance, Insurance & Business Law",FIN,Sophomores,Bachelors,117,117
2981,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Doctoral,Doctoral,13,10.3
2982,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Freshmen,Bachelors,24,24.0
2983,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Juniors,Bachelors,52,52.0
2984,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Masters,Masters,13,11.3
2985,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Seniors,Bachelors,96,91.5
2986,Spring,2013,On,PCOB,Hospitality and Tourism,HTM,Sophomores,Bachelors,34,34.0
2987,Spring,2013,On,PCOB,Management,BMGT,Doctoral,Doctoral,11,9.00
2988,Spring,2013,On,PCOB,Management,BMSC,Doctoral,Doctoral,8,7.67
2989,Spring,2013,On,PCOB,Management,MGT,Freshmen,Bachelors,29,29.0
2990,Spring,2013,On,PCOB,Management,MGT,Juniors,Bachelors,107,106
2991,Spring,2013,On,PCOB,Management,MGT,Seniors,Bachelors,188,185
2992,Spring,2013,On,PCOB,Management,MGT,Sophomores,Bachelors,69,68.9
2993,Spring,2013,On,PCOB,Marketing,BMKT,Doctoral,Doctoral,8,7.33
2994,Spring,2013,On,PCOB,Marketing,MKTG,Freshmen,Bachelors,53,53.0
2995,Spring,2013,On,PCOB,Marketing,MKTG,Juniors,Bachelors,142,142
2996,Spring,2013,On,PCOB,Marketing,MKTG,Seniors,Bachelors,245,242
2997,Spring,2013,On,PCOB,Marketing,MKTG,Sophomores,Bachelors,89,89.0
2998,Spring,2014,Off,CALS,Animal and Poultry Sciences,APSC,Masters,Masters,1,0.00
2999,Spring,2014,Off,CALS,Biochemistry,BCHM,Seniors,Bachelors,1,0.25
3000,Spring,2014,Off,CALS,Biochemistry,BIOC,Seniors,Bachelors,1,0.25
3001,Spring,2014,Off,CALS,CALS Administration,ALS,Masters,Masters,58,0.67
3002,Spring,2014,Off,CALS,Crop & Soil Environmental Science,CSES,Seniors,Bachelors,1,0.25
3003,Spring,2014,Off,CALS,Food Science and Technology,FST,Masters,Masters,1,0.00
3004,Spring,2014,Off,CALS,Food Science and Technology,FST,Seniors,Bachelors,1,0.50
3005,Spring,2014,Off,CALS,"Human Nutrition, Foods & Exercise",HNFE,Freshmen,Bachelors,1,1.00
3006,Spring,2014,Off,CALS,"Human Nutrition, Foods & Exercise",HNFE,Seniors,Bachelors,7,6.25
3007,Spring,2014,Off,CAUS,Myers-Lawson School of Construction,EDP,Doctoral,Doctoral,1,1.00
3008,Spring,2014,Off,CAUS,School of Architecture + Design,ADR,Doctoral,Doctoral,7,7.00
3009,Spring,2014,Off,CAUS,School of Architecture + Design,ARCH,Masters,Masters,37,30.7
3010,Spring,2014,Off,CAUS,School of Architecture + Design,LAR,Masters,Masters,21,17.0
3011,Spring,2014,Off,CAUS,School of Pub & Internat Affairs,PAPA,Doctoral,Doctoral,46,26.8
3012,Spring,2014,Off,CAUS,School of Pub & Internat Affairs,PAPA,Masters,Masters,66,33.2
3013,Spring,2014,Off,CAUS,School of Pub & Internat Affairs,PGG,Doctoral,Doctoral,18,11.2
3014,Spring,2014,Off,CAUS,School of Pub & Internat Affairs,PIA,Masters,Masters,23,11.0
3015,Spring,2014,Off,CAUS,School of Pub & Internat Affairs,URPL,Masters,Masters,39,27.1
3016,Spring,2014,Off,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Seniors,Bachelors,1,0.08
3017,Spring,2014,Off,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Sophomores,Bachelors,1,0.50
3018,Spring,2014,Off,CLAHS,Foreign Languages and Literatures,FLCL,Masters,Masters,13,7.67
3019,Spring,2014,Off,CLAHS,History,HIST,Juniors,Bachelors,1,0.50
